identifier	altId	text	transType	isPunc	isPrimary
02021013013	أَجْعَلُ-1	أَجْعَلُ		False	True
02021013014	لَكَ-1	لَكَ		False	True
02021013015	مَكَانًا-1	مَكَانًا		False	True
02021013016	يَهْرُبُ-1	يَهْرُبُ		False	True
02021013017	إِلَيْهِ-1	إِلَيْهِ		False	True
02021014001	وَإِذَا-1	وَإِذَا		False	True
02021014002	بَغَى-1	بَغَى		False	True
02021014003	إِنْسَانٌ-1	إِنْسَانٌ		False	True
02021014004	عَلَى-1	عَلَى		False	True
02021014005	صَاحِبِهِ-1	صَاحِبِهِ		False	True
02021014006	لِيَقْتُلَهُ-1	لِيَقْتُلَهُ		False	True
02021014007	بِغَدْرٍ-1	بِغَدْرٍ		False	True
02021014008	فَمِنْ-1	فَمِنْ		False	True
02021014009	عِنْدِ-1	عِنْدِ		False	True
02021014010	مَذْبَحِي-1	مَذْبَحِي		False	True
02021014011	تَأْخُذُهُ-1	تَأْخُذُهُ		False	True
02021014012	لِلْمَوْتِ-1	لِلْمَوْتِ		False	True
02021015001	وَمَنْ-1	وَمَنْ		False	True
02021015002	ضَرَبَ-1	ضَرَبَ		False	True
02021015003	أَبَاهُ-1	أَبَاهُ		False	True
02021015004	أَوْ-1	أَوْ		False	True
02021015005	أُمَّهُ-1	أُمَّهُ		False	True
02021015006	يُقْتَلُ-1	يُقْتَلُ		False	True
02021015007	قَتْلًا-1	قَتْلًا		False	True
02021016001	وَمَنْ-1	وَمَنْ		False	True
02021016002	سَرَقَ-1	سَرَقَ		False	True
02021016003	إِنْسَانًا-1	إِنْسَانًا		False	True
02021016004	وَبَاعَهُ-1	وَبَاعَهُ		False	True
02021016006	أَوْ-1	أَوْ		False	True
02021016007	وُجِدَ-1	وُجِدَ		False	True
02021016008	فِي-1	فِي		False	True
02021016009	يَدِهِ-1	يَدِهِ		False	True
02021016011	يُقْتَلُ-1	يُقْتَلُ		False	True
02021016012	قَتْلًا-1	قَتْلًا		False	True
02021017001	وَمَنْ-1	وَمَنْ		False	True
02021017002	شَتَمَ-1	شَتَمَ		False	True
02021017003	أَبَاهُ-1	أَبَاهُ		False	True
02021017004	أَوْ-1	أَوْ		False	True
02021017005	أُمَّهُ-1	أُمَّهُ		False	True
02021017006	يُقْتَلُ-1	يُقْتَلُ		False	True
02021017007	قَتْلًا-1	قَتْلًا		False	True
02021018001	وَإِذَا-1	وَإِذَا		False	True
02021018002	تَخَاصَمَ-1	تَخَاصَمَ		False	True
02021018003	رَجُلَانِ-1	رَجُلَانِ		False	True
02021018004	فَضَرَبَ-1	فَضَرَبَ		False	True
02021018005	أَحَدُهُمَا-1	أَحَدُهُمَا		False	True
02021018006	ٱلْآخَرَ-1	ٱلْآخَرَ		False	True
02021018007	بِحَجَرٍ-1	بِحَجَرٍ		False	True
02021018008	أَوْ-1	أَوْ		False	True
02021018009	بِلَكْمَةٍ-1	بِلَكْمَةٍ		False	True
02021018010	وَلَمْ-1	وَلَمْ		False	True
02021018011	يُقْتَلْ-1	يُقْتَلْ		False	True
02021018012	بَلْ-1	بَلْ		False	True
02021018013	سَقَطَ-1	سَقَطَ		False	True
02021018014	فِي-1	فِي		False	True
02021018015	ٱلْفِرَاشِ-1	ٱلْفِرَاشِ		False	True
02021019001	فَإِنْ-1	فَإِنْ		False	True
02021019002	قَامَ-1	قَامَ		False	True
02021019003	وَتَمَشَّى-1	وَتَمَشَّى		False	True
02021019004	خَارِجًا-1	خَارِجًا		False	True
02021019005	عَلَى-1	عَلَى		False	True
02021019006	عُكَّازِهِ-1	عُكَّازِهِ		False	True
02021019007	يَكُونُ-1	يَكُونُ		False	True
02021019008	ٱلضَّارِبُ-1	ٱلضَّارِبُ		False	True
02021019009	بَرِيئًا-1	بَرِيئًا		False	True
02021019011	إِلَّا-1	إِلَّا		False	True
02021019012	أَنَّهُ-1	أَنَّهُ		False	True
02021019013	يُعَوِّضُ-1	يُعَوِّضُ		False	True
02021019014	عُطْلَتَهُ-1	عُطْلَتَهُ		False	True
02021019016	وَيُنْفِقُ-1	وَيُنْفِقُ		False	True
02021019017	عَلَى-2	عَلَى		False	True
02021019018	شِفَائِهِ-1	شِفَائِهِ		False	True
02021020001	وَإِذَا-1	وَإِذَا		False	True
02021020002	ضَرَبَ-1	ضَرَبَ		False	True
02021020003	إِنْسَانٌ-1	إِنْسَانٌ		False	True
02021020004	عَبْدَهُ-1	عَبْدَهُ		False	True
02021020005	أَوْ-1	أَوْ		False	True
02021020006	أَمَتَهُ-1	أَمَتَهُ		False	True
02021020007	بِٱلْعَصَا-1	بِٱلْعَصَا		False	True
02021020008	فَمَاتَ-1	فَمَاتَ		False	True
02021020009	تَحْتَ-1	تَحْتَ		False	True
02021020010	يَدِهِ-1	يَدِهِ		False	True
02021020011	يُنْتَقَمُ-1	يُنْتَقَمُ		False	True
02021020012	مِنْهُ-1	مِنْهُ		False	True
02021021001	لَكِنْ-1	لَكِنْ		False	True
02021021002	إِنْ-1	إِنْ		False	True
02021021003	بَقِيَ-1	بَقِيَ		False	True
02021021004	يَوْمًا-1	يَوْمًا		False	True
02021021005	أَوْ-1	أَوْ		False	True
02021021006	يَوْمَيْنِ-1	يَوْمَيْنِ		False	True
02021021007	لَا-1	لَا		False	True
02021021008	يُنْتَقَمُ-1	يُنْتَقَمُ		False	True
02021021009	مِنْهُ-1	مِنْهُ		False	True
02021021010	لِأَنَّهُ-1	لِأَنَّهُ		False	True
02021021011	مَالُهُ-1	مَالُهُ		False	True
02021022001	وَإِذَا-1	وَإِذَا		False	True
02021022002	تَخَاصَمَ-1	تَخَاصَمَ		False	True
02021022003	رِجَالٌ-1	رِجَالٌ		False	True
02021022004	وَصَدَمُوا-1	وَصَدَمُوا		False	True
02021022005	ٱمْرَأَةً-1	ٱمْرَأَةً		False	True
02021022006	حُبْلَى-1	حُبْلَى		False	True
02021022007	فَسَقَطَ-1	فَسَقَطَ		False	True
02021022008	وَلَدُهَا-1	وَلَدُهَا		False	True
02021022009	وَلَمْ-1	وَلَمْ		False	True
02021022010	تَحْصُلْ-1	تَحْصُلْ		False	True
02021022011	أَذِيَّةٌ-1	أَذِيَّةٌ		False	True
02021022013	يُغَرَّمُ-1	يُغَرَّمُ		False	True
02021022014	كَمَا-1	كَمَا		False	True
02021022015	يَضَعُ-1	يَضَعُ		False	True
02021022016	عَلَيْهِ-1	عَلَيْهِ		False	True
02021022017	زَوْجُ-1	زَوْجُ		False	True
02021022018	ٱلْمَرْأَةِ-1	ٱلْمَرْأَةِ		False	True
02021022020	وَيَدْفَعُ-1	وَيَدْفَعُ		False	True
02021022021	عَنْ-1	عَنْ		False	True
02021022022	يَدِ-1	يَدِ		False	True
02021022023	ٱلْقُضَاةِ-1	ٱلْقُضَاةِ		False	True
02021023001	وَإِنْ-1	وَإِنْ		False	True
02021023002	حَصَلَتْ-1	حَصَلَتْ		False	True
02021023003	أَذِيَّةٌ-1	أَذِيَّةٌ		False	True
02021023004	تُعْطِي-1	تُعْطِي		False	True
02021023005	نَفْسًا-1	نَفْسًا		False	True
02021023006	بِنَفْسٍ-1	بِنَفْسٍ		False	True
02021024001	وَعَيْنًا-1	وَعَيْنًا		False	True
02021024002	بِعَيْنٍ-1	بِعَيْنٍ		False	True
02021024004	وَسِنًّا-1	وَسِنًّا		False	True
02021024005	بِسِنٍّ-1	بِسِنٍّ		False	True
02021024007	وَيَدًا-1	وَيَدًا		False	True
02021024008	بِيَدٍ-1	بِيَدٍ		False	True
02021024010	وَرِجْلًا-1	وَرِجْلًا		False	True
02021024011	بِرِجْلٍ-1	بِرِجْلٍ		False	True
02021025001	وَكَيًّا-1	وَكَيًّا		False	True
02021025002	بِكَيٍّ-1	بِكَيٍّ		False	True
02021025004	وَجُرْحًا-1	وَجُرْحًا		False	True
02021025005	بِجُرْحٍ-1	بِجُرْحٍ		False	True
02021025007	وَرَضًّا-1	وَرَضًّا		False	True
02021025008	بِرَضٍّ-1	بِرَضٍّ		False	True
02021026001	وَإِذَا-1	وَإِذَا		False	True
02021026002	ضَرَبَ-1	ضَرَبَ		False	True
02021026003	إِنْسَانٌ-1	إِنْسَانٌ		False	True
02021026004	عَيْنَ-1	عَيْنَ		False	True
02021026005	عَبْدِهِ-1	عَبْدِهِ		False	True
02021026007	أَوْ-1	أَوْ		False	True
02021026008	عَيْنَ-2	عَيْنَ		False	True
02021026009	أَمَتِهِ-1	أَمَتِهِ		False	True
02021026010	فَأَتْلَفَهَا-1	فَأَتْلَفَهَا		False	True
02021026012	يُطْلِقُهُ-1	يُطْلِقُهُ		False	True
02021026013	حُرًّا-1	حُرًّا		False	True
02021026014	عِوَضًا-1	عِوَضًا		False	True
02021026015	عَنْ-1	عَنْ		False	True
02021026016	عَيْنِهِ-1	عَيْنِهِ		False	True
02021027001	وَإِنْ-1	وَإِنْ		False	True
02021027002	أَسْقَطَ-1	أَسْقَطَ		False	True
02021027003	سِنَّ-1	سِنَّ		False	True
02021027004	عَبْدِهِ-1	عَبْدِهِ		False	True
02021027005	أَوْ-1	أَوْ		False	True
02021027006	سِنَّ-2	سِنَّ		False	True
02021027007	أَمَتِهِ-1	أَمَتِهِ		False	True
02021027008	يُطْلِقُهُ-1	يُطْلِقُهُ		False	True
02021027009	حُرًّا-1	حُرًّا		False	True
02021027010	عِوَضًا-1	عِوَضًا		False	True
02021027011	عَنْ-1	عَنْ		False	True
02021027012	سِنِّهِ-1	سِنِّهِ		False	True
02021028002	وَإِذَا-1	وَإِذَا		False	True
02021028003	نَطَحَ-1	نَطَحَ		False	True
02021028004	ثَوْرٌ-1	ثَوْرٌ		False	True
02021028005	رَجُلًا-1	رَجُلًا		False	True
02021028006	أَوِ-1	أَوِ		False	True
02021028007	ٱمْرَأَةً-1	ٱمْرَأَةً		False	True
02021028008	فَمَاتَ-1	فَمَاتَ		False	True
02021028010	يُرْجَمُ-1	يُرْجَمُ		False	True
02021028011	ٱلثَّوْرُ-1	ٱلثَّوْرُ		False	True
02021028012	وَلَا-1	وَلَا		False	True
02021028013	يُؤْكَلُ-1	يُؤْكَلُ		False	True
02021028014	لَحْمُهُ-1	لَحْمُهُ		False	True
02021028016	وَأَمَّا-1	وَأَمَّا		False	True
02021028017	صَاحِبُ-1	صَاحِبُ		False	True
02021028018	ٱلثَّوْرِ-1	ٱلثَّوْرِ		False	True
02021028019	فَيَكُونُ-1	فَيَكُونُ		False	True
02021028020	بَرِيئًا-1	بَرِيئًا		False	True
02021029001	وَلَكِنْ-1	وَلَكِنْ		False	True
02021029002	إِنْ-1	إِنْ		False	True
02021029003	كَانَ-1	كَانَ		False	True
02021029004	ثَوْرًا-1	ثَوْرًا		False	True
02021029005	نَطَّاحًا-1	نَطَّاحًا		False	True
02021029006	مِنْ-1	مِنْ		False	True
02021029007	قَبْلُ-1	قَبْلُ		False	True
02021029009	وَقَدْ-1	وَقَدْ		False	True
02021029010	أُشْهِدَ-1	أُشْهِدَ		False	True
02021029011	عَلَى-1	عَلَى		False	True
02021029012	صَاحِبِهِ-1	صَاحِبِهِ		False	True
02021029013	وَلَمْ-1	وَلَمْ		False	True
02021029014	يَضْبِطْهُ-1	يَضْبِطْهُ		False	True
02021029016	فَقَتَلَ-1	فَقَتَلَ		False	True
02021029017	رَجُلًا-1	رَجُلًا		False	True
02021029018	أَوِ-1	أَوِ		False	True
02021029019	ٱمْرَأَةً-1	ٱمْرَأَةً		False	True
02021029021	فَٱلثَّوْرُ-1	فَٱلثَّوْرُ		False	True
02021029022	يُرْجَمُ-1	يُرْجَمُ		False	True
02021029023	وَصَاحِبُهُ-1	وَصَاحِبُهُ		False	True
02021029024	أَيْضًا-1	أَيْضًا		False	True
02021029025	يُقْتَلُ-1	يُقْتَلُ		False	True
02021030001	إِنْ-1	إِنْ		False	True
02021030002	وُضِعَتْ-1	وُضِعَتْ		False	True
02021030003	عَلَيْهِ-1	عَلَيْهِ		False	True
02021030004	فِدْيَةٌ-1	فِدْيَةٌ		False	True
02021030006	يَدْفَعُ-1	يَدْفَعُ		False	True
02021030007	فِدَاءَ-1	فِدَاءَ		False	True
02021030008	نَفْسِهِ-1	نَفْسِهِ		False	True
02021030009	كُلُّ-1	كُلُّ		False	True
02021030010	مَا-1	مَا		False	True
02021030011	يُوضَعُ-1	يُوضَعُ		False	True
02021030012	عَلَيْهِ-2	عَلَيْهِ		False	True
02021031001	أَوْ-1	أَوْ		False	True
02021031002	إِذَا-1	إِذَا		False	True
02021031003	نَطَحَ-1	نَطَحَ		False	True
02021031004	ٱبْنًا-1	ٱبْنًا		False	True
02021031005	أَوْ-2	أَوْ		False	True
02021031006	نَطَحَ-2	نَطَحَ		False	True
02021031007	ٱبْنَةً-1	ٱبْنَةً		False	True
02021031008	فَبِحَسَبِ-1	فَبِحَسَبِ		False	True
02021031009	هَذَا-1	هَذَا		False	True
02021031010	ٱلْحُكْمِ-1	ٱلْحُكْمِ		False	True
02021031011	يُفْعَلُ-1	يُفْعَلُ		False	True
02021031012	بِهِ-1	بِهِ		False	True
02021032001	إِنْ-1	إِنْ		False	True
02021032002	نَطَحَ-1	نَطَحَ		False	True
02021032003	ٱلثَّوْرُ-1	ٱلثَّوْرُ		False	True
02021032004	عَبْدًا-1	عَبْدًا		False	True
02021032005	أَوْ-1	أَوْ		False	True
02021032006	أَمَةً-1	أَمَةً		False	True
02021032008	يُعْطِي-1	يُعْطِي		False	True
02021032009	سَيِّدَهُ-1	سَيِّدَهُ		False	True
02021032010	ثَلَاثِينَ-1	ثَلَاثِينَ		False	True
02021032011	شَاقِلَ-1	شَاقِلَ		False	True
02021032012	فِضَّةٍ-1	فِضَّةٍ		False	True
02021032014	وَٱلثَّوْرُ-1	وَٱلثَّوْرُ		False	True
02021032015	يُرْجَمُ-1	يُرْجَمُ		False	True
02021033001	وَإِذَا-1	وَإِذَا		False	True
02021033002	فَتَحَ-1	فَتَحَ		False	True
02021033003	إِنْسَانٌ-1	إِنْسَانٌ		False	True
02021033004	بِئْرًا-1	بِئْرًا		False	True
02021033006	أَوْحَفَرَ-1	أَوْحَفَرَ		False	True
02021033007	إِنْسَانٌ-2	إِنْسَانٌ		False	True
02021033008	بِئْرًا-2	بِئْرًا		False	True
02021033009	وَلَمْ-1	وَلَمْ		False	True
02021033010	يُغَطِّهِ-1	يُغَطِّهِ		False	True
02021033012	فَوَقَعَ-1	فَوَقَعَ		False	True
02021033013	فِيهِ-1	فِيهِ		False	True
02021033014	ثَوْرٌ-1	ثَوْرٌ		False	True
02021033015	أَوْ-1	أَوْ		False	True
02021033016	حِمَارٌ-1	حِمَارٌ		False	True
02021034001	فَصَاحِبُ-1	فَصَاحِبُ		False	True
02021034002	ٱلْبِئْرِ-1	ٱلْبِئْرِ		False	True
02021034003	يُعَوِّضُ-1	يُعَوِّضُ		False	True
02021034004	وَيَرُدُّ-1	وَيَرُدُّ		False	True
02021034005	فِضَّةً-1	فِضَّةً		False	True
02021034006	لِصَاحِبِهِ-1	لِصَاحِبِهِ		False	True
02021034008	وَٱلْمَيْتُ-1	وَٱلْمَيْتُ		False	True
02021034009	يَكُونُ-1	يَكُونُ		False	True
02021034010	لَهُ-1	لَهُ		False	True
02021035001	وَإِذَا-1	وَإِذَا		False	True
02021035002	نَطَحَ-1	نَطَحَ		False	True
02021035003	ثَوْرُ-1	ثَوْرُ		False	True
02021035004	إِنْسَانٍ-1	إِنْسَانٍ		False	True
02021035005	ثَوْرَ-1	ثَوْرَ		False	True
02021035006	صَاحِبِهِ-1	صَاحِبِهِ		False	True
02021035007	فَمَاتَ-1	فَمَاتَ		False	True
02021035009	يَبِيعَانِ-1	يَبِيعَانِ		False	True
02021035010	ٱلثَّوْرَ-1	ٱلثَّوْرَ		False	True
02021035011	ٱلْحَيَّ-1	ٱلْحَيَّ		False	True
02021035012	وَيَقْتَسِمَانِ-1	وَيَقْتَسِمَانِ		False	True
02021035013	ثَمَنَهُ-1	ثَمَنَهُ		False	True
02021035015	وَٱلْمَيْتُ-1	وَٱلْمَيْتُ		False	True
02021035016	أَيْضًا-1	أَيْضًا		False	True
02021035017	يَقْتَسِمَانِهِ-1	يَقْتَسِمَانِهِ		False	True
02021036001	لَكِنْ-1	لَكِنْ		False	True
02021036002	إِذَا-1	إِذَا		False	True
02021036003	عُلِمَ-1	عُلِمَ		False	True
02021036004	أَنَّهُ-1	أَنَّهُ		False	True
02021036005	ثَوْرٌ-1	ثَوْرٌ		False	True
02021036006	نَطَّاحٌ-1	نَطَّاحٌ		False	True
02021036007	مِنْ-1	مِنْ		False	True
02021036008	قَبْلُ-1	قَبْلُ		False	True
02021036009	وَلَمْ-1	وَلَمْ		False	True
02021036010	يَضْبِطْهُ-1	يَضْبِطْهُ		False	True
02021036011	صَاحِبُهُ-1	صَاحِبُهُ		False	True
02021036013	يُعَوِّضُ-1	يُعَوِّضُ		False	True
02021036014	عَنِ-1	عَنِ		False	True
02021036015	ٱلثَّوْرِ-1	ٱلثَّوْرِ		False	True
02021036016	بِثَوْرٍ-1	بِثَوْرٍ		False	True
02021036018	وَٱلْمَيْتُ-1	وَٱلْمَيْتُ		False	True
02021036019	يَكُونُ-1	يَكُونُ		False	True
02021036020	لَهُ-1	لَهُ		False	True
02022001002	إِذَا-1	إِذَا		False	True
02022001003	سَرَقَ-1	سَرَقَ		False	True
02022001004	إِنْسَانٌ-1	إِنْسَانٌ		False	True
02022001005	ثَوْرًا-1	ثَوْرًا		False	True
02022001006	أَوْ-1	أَوْ		False	True
02022001007	شَاةً-1	شَاةً		False	True
02022001008	فَذَبَحَهُ-1	فَذَبَحَهُ		False	True
02022001009	أَوْ-2	أَوْ		False	True
02022001010	بَاعَهُ-1	بَاعَهُ		False	True
02022001012	يُعَوِّضُ-1	يُعَوِّضُ		False	True
02022001013	عَنِ-1	عَنِ		False	True
02022001014	ٱلثَّوْرِ-1	ٱلثَّوْرِ		False	True
02022001015	بِخَمْسَةِ-1	بِخَمْسَةِ		False	True
02022001016	ثِيرَانٍ-1	ثِيرَانٍ		False	True
02022001018	وَعَنِ-1	وَعَنِ		False	True
02022001019	ٱلشَّاةِ-1	ٱلشَّاةِ		False	True
02022001020	بِأَرْبَعَةٍ-1	بِأَرْبَعَةٍ		False	True
02022001021	مِنَ-1	مِنَ		False	True
02022001022	ٱلْغَنَمِ-1	ٱلْغَنَمِ		False	True
02022002001	إِنْ-1	إِنْ		False	True
02022002002	وُجِدَ-1	وُجِدَ		False	True
02022002003	ٱلسَّارِقُ-1	ٱلسَّارِقُ		False	True
02022002004	وَهُوَ-1	وَهُوَ		False	True
02022002005	يَنْقُبُ-1	يَنْقُبُ		False	True
02022002007	فَضُرِبَ-1	فَضُرِبَ		False	True
02022002008	وَمَاتَ-1	وَمَاتَ		False	True
02022002010	فَلَيْسَ-1	فَلَيْسَ		False	True
02022002011	لَهُ-1	لَهُ		False	True
02022002012	دَمٌ-1	دَمٌ		False	True
02022003001	وَلَكِنْ-1	وَلَكِنْ		False	True
02022003002	إِنْ-1	إِنْ		False	True
02022003003	أَشْرَقَتْ-1	أَشْرَقَتْ		False	True
02022003004	عَلَيْهِ-1	عَلَيْهِ		False	True
02022003005	ٱلشَّمْسُ-1	ٱلشَّمْسُ		False	True
02022003007	فَلَهُ-1	فَلَهُ		False	True
02022003008	دَمٌ-1	دَمٌ		False	True
02022003010	إِنَّهُ-1	إِنَّهُ		False	True
02022003011	يُعَوِّضُ-1	يُعَوِّضُ		False	True
02022003013	إِنْ-2	إِنْ		False	True
02022003014	لَمْ-1	لَمْ		False	True
02022003015	يَكُنْ-1	يَكُنْ		False	True
02022003016	لَهُ-1	لَهُ		False	True
02022003017	يُبَعْ-1	يُبَعْ		False	True
02022003018	بِسَرِقَتِهِ-1	بِسَرِقَتِهِ		False	True
02022004001	إِنْ-1	إِنْ		False	True
02022004002	وُجِدَتِ-1	وُجِدَتِ		False	True
02022004003	ٱلسَّرِقَةُ-1	ٱلسَّرِقَةُ		False	True
02022004004	فِي-1	فِي		False	True
02022004005	يَدِهِ-1	يَدِهِ		False	True
02022004006	حَيَّةً-1	حَيَّةً		False	True
02022004008	ثَوْرًا-1	ثَوْرًا		False	True
02022004009	كَانَتْ-1	كَانَتْ		False	True
02022004010	أَمْ-1	أَمْ		False	True
02022004011	حِمَارًا-1	حِمَارًا		False	True
02022004012	أَمْ-2	أَمْ		False	True
02022004013	شَاةً-1	شَاةً		False	True
02022004015	يُعَوِّضُ-1	يُعَوِّضُ		False	True
02022004016	بِٱثْنَيْنِ-1	بِٱثْنَيْنِ		False	True
02022005002	إِذَا-1	إِذَا		False	True
02022005003	رَعَى-1	رَعَى		False	True
02022005004	إِنْسَانٌ-1	إِنْسَانٌ		False	True
02022005005	حَقْلًا-1	حَقْلًا		False	True
02022005006	أَوْ-1	أَوْ		False	True
02022005007	كَرْمًا-1	كَرْمًا		False	True
02022005008	وَسَرَّحَ-1	وَسَرَّحَ		False	True
02022005009	مَوَاشِيَهُ-1	مَوَاشِيَهُ		False	True
02022005010	فَرَعَتْ-1	فَرَعَتْ		False	True
02022005011	فِي-1	فِي		False	True
02022005012	حَقْلِ-1	حَقْلِ		False	True
02022005013	غَيْرِهِ-1	غَيْرِهِ		False	True
02022005015	فَمِنْ-1	فَمِنْ		False	True
02022005016	أَجْوَدِ-1	أَجْوَدِ		False	True
02022005017	حَقْلِهِ-1	حَقْلِهِ		False	True
02022005019	وَأَجْوَدِ-1	وَأَجْوَدِ		False	True
02022005020	كَرْمِهِ-1	كَرْمِهِ		False	True
02022005021	يُعَوِّضُ-1	يُعَوِّضُ		False	True
02022006001	إِذَا-1	إِذَا		False	True
02022006002	خَرَجَتْ-1	خَرَجَتْ		False	True
02022006003	نَارٌ-1	نَارٌ		False	True
02022006004	وَأَصَابَتْ-1	وَأَصَابَتْ		False	True
02022006005	شَوْكًا-1	شَوْكًا		False	True
02022006006	فَٱحْتَرَقَتْ-1	فَٱحْتَرَقَتْ		False	True
02022006007	أَكْدَاسٌ-1	أَكْدَاسٌ		False	True
02022006008	أَوْ-1	أَوْ		False	True
02022006009	زَرْعٌ-1	زَرْعٌ		False	True
02022006010	أَوْ-2	أَوْ		False	True
02022006011	حَقْلٌ-1	حَقْلٌ		False	True
02022006013	فَٱلَّذِي-1	فَٱلَّذِي		False	True
02022006014	أَوْقَدَ-1	أَوْقَدَ		False	True
02022006015	ٱلْوَقِيدَ-1	ٱلْوَقِيدَ		False	True
02022006016	يُعَوِّضُ-1	يُعَوِّضُ		False	True
02022007001	إِذَا-1	إِذَا		False	True
02022007002	أَعْطَى-1	أَعْطَى		False	True
02022007003	إِنْسَانٌ-1	إِنْسَانٌ		False	True
02022007004	صَاحِبَهُ-1	صَاحِبَهُ		False	True
02022007005	فِضَّةً-1	فِضَّةً		False	True
02022007006	أَوْ-1	أَوْ		False	True
02022007007	أَمْتِعَةً-1	أَمْتِعَةً		False	True
02022007008	لِلْحِفْظِ-1	لِلْحِفْظِ		False	True
02022007010	فَسُرِقَتْ-1	فَسُرِقَتْ		False	True
02022007011	مِنْ-1	مِنْ		False	True
02022007012	بَيْتِ-1	بَيْتِ		False	True
02022007013	ٱلْإِنْسَانِ-1	ٱلْإِنْسَانِ		False	True
02022007015	فَإِنْ-1	فَإِنْ		False	True
02022007016	وُجِدَ-1	وُجِدَ		False	True
02022007017	ٱلسَّارِقُ-1	ٱلسَّارِقُ		False	True
02022007019	يُعَوِّضُ-1	يُعَوِّضُ		False	True
02022007020	بِٱثْنَيْنِ-1	بِٱثْنَيْنِ		False	True
02022008001	وَإِنْ-1	وَإِنْ		False	True
02022008002	لَمْ-1	لَمْ		False	True
02022008003	يُوجَدِ-1	يُوجَدِ		False	True
02022008004	ٱلسَّارِقُ-1	ٱلسَّارِقُ		False	True
02022008005	يُقَدَّمُ-1	يُقَدَّمُ		False	True
02022008006	صَاحِبُ-1	صَاحِبُ		False	True
02022008007	ٱلْبَيْتِ-1	ٱلْبَيْتِ		False	True
02022008008	إِلَى-1	إِلَى		False	True
02022008009	ٱللهِ-1	ٱللهِ		False	True
02022008010	لِيَحْكُمَ-1	لِيَحْكُمَ		False	True
02022008011	هَلْ-1	هَلْ		False	True
02022008012	لَمْ-2	لَمْ		False	True
02022008013	يَمُدَّ-1	يَمُدَّ		False	True
02022008014	يَدَهُ-1	يَدَهُ		False	True
02022008015	إِلَى-2	إِلَى		False	True
02022008016	مُلْكِ-1	مُلْكِ		False	True
02022008017	صَاحِبِهِ-1	صَاحِبِهِ		False	True
02022009001	فِي-1	فِي		False	True
02022009002	كُلِّ-1	كُلِّ		False	True
02022009003	دَعْوَى-1	دَعْوَى		False	True
02022009004	جِنَايَةٍ-1	جِنَايَةٍ		False	True
02022009006	مِنْ-1	مِنْ		False	True
02022009007	جِهَةِ-1	جِهَةِ		False	True
02022009008	ثَوْرٍ-1	ثَوْرٍ		False	True
02022009009	أَوْ-1	أَوْ		False	True
02022009010	حِمَارٍ-1	حِمَارٍ		False	True
02022009011	أَوْ-2	أَوْ		False	True
02022009012	شَاةٍ-1	شَاةٍ		False	True
02022009013	أَوْ-3	أَوْ		False	True
02022009014	ثَوْبٍ-1	ثَوْبٍ		False	True
02022009015	أَوْ-4	أَوْ		False	True
02022009016	مَفْقُودٍ-1	مَفْقُودٍ		False	True
02022009017	مَا-1	مَا		False	True
02022009019	يُقَالُ-1	يُقَالُ		False	True
02022009021	إِنَّ-1	إِنَّ		False	True
02022009022	هَذَا-1	هَذَا		False	True
02022009023	هُوَ-1	هُوَ		False	True
02022009025	تُقَدَّمُ-1	تُقَدَّمُ		False	True
02022009026	إِلَى-1	إِلَى		False	True
02022009027	ٱللهِ-1	ٱللهِ		False	True
02022009028	دَعْوَاهُمَا-1	دَعْوَاهُمَا		False	True
02022009030	فَٱلَّذِي-1	فَٱلَّذِي		False	True
02022009031	يَحْكُمُ-1	يَحْكُمُ		False	True
02022009032	ٱللهُ-1	ٱللهُ		False	True
02022009033	بِذَنْبِهِ-1	بِذَنْبِهِ		False	True
02022009035	يُعَوِّضُ-1	يُعَوِّضُ		False	True
02022009036	صَاحِبَهُ-1	صَاحِبَهُ		False	True
02022009037	بِٱثْنَيْنِ-1	بِٱثْنَيْنِ		False	True
02022010001	إِذَا-1	إِذَا		False	True
02022010002	أَعْطَى-1	أَعْطَى		False	True
02022010003	إِنْسَانٌ-1	إِنْسَانٌ		False	True
02022010004	صَاحِبَهُ-1	صَاحِبَهُ		False	True
02022010005	حِمَارًا-1	حِمَارًا		False	True
02022010006	أَوْ-1	أَوْ		False	True
02022010007	ثَوْرًا-1	ثَوْرًا		False	True
02022010008	أَوْ-2	أَوْ		False	True
02022010009	شَاةً-1	شَاةً		False	True
02022010010	أَوْ-3	أَوْ		False	True
02022010011	بَهِيمَةً-1	بَهِيمَةً		False	True
02022010012	مَّا-1	مَّا		False	True
02022010013	لِلْحِفْظِ-1	لِلْحِفْظِ		False	True
02022010015	فَمَاتَ-1	فَمَاتَ		False	True
02022010016	أَوِ-1	أَوِ		False	True
02022010017	ٱنْكَسَرَ-1	ٱنْكَسَرَ		False	True
02022010018	أَوْ-4	أَوْ		False	True
02022010019	نُهِبَ-1	نُهِبَ		False	True
02022010020	وَلَيْسَ-1	وَلَيْسَ		False	True
02022010021	نَاظِرٌ-1	نَاظِرٌ		False	True
02022011001	فَيَمِينُ-1	فَيَمِينُ		False	True
02022011002	ٱلرَّبِّ-1	ٱلرَّبِّ		False	True
02022011003	تَكُونُ-1	تَكُونُ		False	True
02022011004	بَيْنَهُمَا-1	بَيْنَهُمَا		False	True
02022011006	هَلْ-1	هَلْ		False	True
02022011007	لَمْ-1	لَمْ		False	True
02022011008	يَمُدَّ-1	يَمُدَّ		False	True
02022011009	يَدَهُ-1	يَدَهُ		False	True
